TableID,Frequency,Year,Quarter,Industry,IndustrYDescription,DataValue,NoteRef,SourceTableID
6,A,2005,2005,7,Gross operating surplus,128.9,6,6
6,A,2005,2005,7,"Arts, entertainment, recreation, accommodation, and food services",481.1,6,6
6,A,2005,2005,7,Taxes on production and imports less subsidies,61.7,6,6
6,A,2005,2005,7,Compensation of employees,290.4,6,6
6,A,2005,2005,71,Gross operating surplus,41.3,6,6
6,A,2005,2005,71,"Arts, entertainment, and recreation",122.2,6,6
6,A,2005,2005,71,Compensation of employees,68.4,6,6
6,A,2005,2005,71,Taxes on production and imports less subsidies,12.4,6,6
6,A,2005,2005,711AS,Gross operating surplus,28.3,6,6
6,A,2005,2005,711AS,Taxes on production and imports less subsidies,5.7,6,6
6,A,2005,2005,711AS,Compensation of employees,33.1,6,6
6,A,2005,2005,711AS,"Performing arts, spectator sports, museums, and related activities",67.1,6,6
6,A,2005,2005,713,Taxes on production and imports less subsidies,6.7,6,6
6,A,2005,2005,713,Gross operating surplus,13.1,6,6
6,A,2005,2005,713,Compensation of employees,35.3,6,6
6,A,2005,2005,713,"Amusements, gambling, and recreation industries",55.1,6,6
6,A,2005,2005,72,Gross operating surplus,87.6,6,6
6,A,2005,2005,72,Accommodation and food services,358.9,6,6
6,A,2005,2005,72,Compensation of employees,222.0,6,6
6,A,2005,2005,72,Taxes on production and imports less subsidies,49.3,6,6
6,A,2005,2005,721,Accommodation,108.9,6,6
6,A,2005,2005,721,Gross operating surplus,35.3,6,6
6,A,2005,2005,721,Taxes on production and imports less subsidies,16.4,6,6
6,A,2005,2005,721,Compensation of employees,57.1,6,6
6,A,2005,2005,722,Compensation of employees,164.9,6,6
6,A,2005,2005,722,Gross operating surplus,52.2,6,6
6,A,2005,2005,722,Food services and drinking places,250.0,6,6
6,A,2005,2005,722,Taxes on production and imports less subsidies,32.9,6,6
6,A,2005,2005,81,Compensation of employees,209.4,6,6
6,A,2005,2005,81,Gross operating surplus,85.6,6,6
6,A,2005,2005,81,"Other services, except government",310.6,6,6
6,A,2005,2005,81,Taxes on production and imports less subsidies,15.6,6,6
6,A,2005,2005,FIRE,Compensation of employees,636.2,6,6
6,A,2005,2005,FIRE,Gross operating surplus,1756.3,6,6
6,A,2005,2005,FIRE,Taxes on production and imports less subsidies,218.9,6,6
6,A,2005,2005,FIRE,"Finance, insurance, real estate, rental, and leasing",2611.4,6,6
6,A,2005,2005,G,Government,1711.4,6,6
6,A,2005,2005,G,Gross operating surplus,345.0,6,6
6,A,2005,2005,G,Compensation of employees,1383.4,6,6
6,A,2005,2005,G,Taxes on production and imports less subsidies,-17.0,6,6
6,A,2005,2005,GDP,Taxes on production and imports less subsidies,881.5,6,6
6,A,2005,2005,GDP,Gross domestic product,13039.2,6,6
6,A,2005,2005,GDP,Gross operating surplus,5080.0,6,6
6,A,2005,2005,GDP,Compensation of employees,7077.7,6,6
6,A,2005,2005,GF,Taxes on production and imports less subsidies,-2.3,6,6
6,A,2005,2005,GF,Gross operating surplus,192.6,6,6
6,A,2005,2005,GF,Federal,552.4,6,6
6,A,2005,2005,GF,Compensation of employees,362.1,6,6
6,A,2005,2005,GFE,Government enterprises,64.0,6,6
6,A,2005,2005,GFE,Compensation of employees,58.7,6,6
6,A,2005,2005,GFE,Gross operating surplus,7.7,6,6
6,A,2005,2005,GFE,Taxes on production and imports less subsidies,-2.3,6,6
6,A,2005,2005,GFG,General government,488.4,6,6
6,A,2005,2005,GFG,Gross operating surplus,184.9,6,6
6,A,2005,2005,GFG,Compensation of employees,303.5,6,6
6,A,2005,2005,GFGD,Gross operating surplus,115.2,6,6
6,A,2005,2005,GFGD,Compensation of employees,186.0,6,6
6,A,2005,2005,GFGD,National defense,301.2,6,6
6,A,2005,2005,GFGN,Gross operating surplus,69.7,6,6
6,A,2005,2005,GFGN,Nondefense,187.2,6,6
6,A,2005,2005,GFGN,Compensation of employees,117.5,6,6
6,A,2005,2005,GSL,Compensation of employees,1021.2,6,6
6,A,2005,2005,GSL,Gross operating surplus,152.4,6,6
6,A,2005,2005,GSL,State and local,1159.0,6,6
6,A,2005,2005,GSL,Taxes on production and imports less subsidies,-14.7,6,6
6,A,2005,2005,GSLE,Government enterprises,92.0,6,6
6,A,2005,2005,GSLE,Gross operating surplus,30.3,6,6
6,A,2005,2005,GSLE,Compensation of employees,76.3,6,6
6,A,2005,2005,GSLE,Taxes on production and imports less subsidies,-14.7,6,6
6,A,2005,2005,GSLG,General government,1067.0,6,6
6,A,2005,2005,GSLG,Compensation of employees,944.9,6,6
6,A,2005,2005,GSLG,Gross operating surplus,122.1,6,6
6,A,2005,2005,HS,Housing,1210.7,6,6
6,A,2005,2005,HS,Compensation of employees,12.8,6,6
6,A,2005,2005,HS,Gross operating surplus,1045.9,6,6
6,A,2005,2005,HS,Taxes on production and imports less subsidies,152.0,6,6
6,A,2005,2005,ICT,Gross operating surplus,337.1,6,6
6,A,2005,2005,ICT,Taxes on production and imports less subsidies,47.7,6,6
6,A,2005,2005,ICT,Information-communications-technology-producing industries <sup>3</sup>,757.8,6,6
6,A,2005,2005,ICT,Compensation of employees,373.1,6,6
6,A,2005,2005,ORE,Other real estate,280.0,6,6
6,A,2005,2005,ORE,Compensation of employees,61.3,6,6
6,A,2005,2005,ORE,Gross operating surplus,202.8,6,6
6,A,2005,2005,ORE,Taxes on production and imports less subsidies,15.9,6,6
6,A,2005,2005,PGOOD,Compensation of employees,1364.8,6,6
6,A,2005,2005,PGOOD,Gross operating surplus,1256.1,6,6
6,A,2005,2005,PGOOD,Taxes on production and imports less subsidies,78.8,6,6
6,A,2005,2005,PGOOD,Private goods-producing industries <sup>1</sup>,2699.7,6,6
6,A,2005,2005,PROF,Gross operating surplus,379.6,6,6
6,A,2005,2005,PROF,Taxes on production and imports less subsidies,52.7,6,6
6,A,2005,2005,PROF,Compensation of employees,1013.7,6,6
6,A,2005,2005,PROF,Professional and business services,1446.0,6,6
6,A,2005,2005,PSERV,Gross operating surplus,3478.9,6,6
6,A,2005,2005,PSERV,Private services-producing industries <sup>2</sup>,8628.2,6,6
6,A,2005,2005,PSERV,Taxes on production and imports less subsidies,819.7,6,6
6,A,2005,2005,PSERV,Compensation of employees,4329.5,6,6
6,A,2005,2005,PVT,Taxes on production and imports less subsidies,898.5,6,6
6,A,2005,2005,PVT,Gross operating surplus,4735.0,6,6
6,A,2005,2005,PVT,Private industries,11327.8,6,6
6,A,2005,2005,PVT,Compensation of employees,5694.4,6,6
6,A,2006,2006,11,Compensation of employees,38.0,6,6
6,A,2006,2006,11,Taxes on production and imports less subsidies,-6.5,6,6
6,A,2006,2006,11,"Agriculture, forestry, fishing, and hunting",127.1,6,6
6,A,2006,2006,11,Gross operating surplus,95.6,6,6
6,A,2006,2006,111CA,Taxes on production and imports less subsidies,-7.6,6,6
6,A,2006,2006,111CA,Farms,98.3,6,6
6,A,2006,2006,111CA,Compensation of employees,21.9,6,6
6,A,2006,2006,111CA,Gross operating surplus,84.0,6,6
6,A,2006,2006,113FF,Taxes on production and imports less subsidies,1.1,6,6
6,A,2006,2006,113FF,"Forestry, fishing, and related activities",28.9,6,6
6,A,2006,2006,113FF,Gross operating surplus,11.6,6,6
6,A,2006,2006,113FF,Compensation of employees,16.1,6,6
6,A,2006,2006,21,Gross operating surplus,186.2,6,6
6,A,2006,2006,21,Mining,273.1,6,6
6,A,2006,2006,21,Compensation of employees,57.0,6,6
6,A,2006,2006,21,Taxes on production and imports less subsidies,29.9,6,6
6,A,2006,2006,211,Oil and gas extraction,178.7,6,6
6,A,2006,2006,211,Taxes on production and imports less subsidies,24.5,6,6
6,A,2006,2006,211,Compensation of employees,20.9,6,6
6,A,2006,2006,211,Gross operating surplus,133.3,6,6
6,A,2006,2006,212,Taxes on production and imports less subsidies,4.2,6,6
6,A,2006,2006,212,Compensation of employees,15.8,6,6
6,A,2006,2006,212,"Mining, except oil and gas",51.8,6,6
6,A,2006,2006,212,Gross operating surplus,31.9,6,6
6,A,2006,2006,213,Gross operating surplus,21.0,6,6
6,A,2006,2006,213,Taxes on production and imports less subsidies,1.2,6,6
6,A,2006,2006,213,Support activities for mining,42.6,6,6
6,A,2006,2006,213,Compensation of employees,20.3,6,6
6,A,2006,2006,22,Taxes on production and imports less subsidies,47.9,6,6
6,A,2006,2006,22,Utilities,226.7,6,6
6,A,2006,2006,22,Gross operating surplus,117.8,6,6
6,A,2006,2006,22,Compensation of employees,60.9,6,6
6,A,2006,2006,23,Gross operating surplus,267.5,6,6
6,A,2006,2006,23,Taxes on production and imports less subsidies,8.2,6,6
6,A,2006,2006,23,Compensation of employees,421.3,6,6
6,A,2006,2006,23,Construction,697.1,6,6
6,A,2006,2006,311FT,Food and beverage and tobacco products,193.8,6,6
6,A,2006,2006,311FT,Taxes on production and imports less subsidies,21.4,6,6
6,A,2006,2006,311FT,Gross operating surplus,91.2,6,6
6,A,2006,2006,311FT,Compensation of employees,81.2,6,6
6,A,2006,2006,313TT,Textile mills and textile product mills,20.1,6,6
6,A,2006,2006,313TT,Compensation of employees,14.8,6,6
6,A,2006,2006,313TT,Taxes on production and imports less subsidies,0.7,6,6
6,A,2006,2006,313TT,Gross operating surplus,4.6,6,6
6,A,2006,2006,315AL,Compensation of employees,11.0,6,6
6,A,2006,2006,315AL,Gross operating surplus,1.6,6,6
6,A,2006,2006,315AL,Taxes on production and imports less subsidies,0.3,6,6
6,A,2006,2006,315AL,Apparel and leather and allied products,12.9,6,6
6,A,2006,2006,31G,Gross operating surplus,808.3,6,6
6,A,2006,2006,31G,Compensation of employees,924.0,6,6
6,A,2006,2006,31G,Taxes on production and imports less subsidies,61.3,6,6
6,A,2006,2006,31G,Manufacturing,1793.5,6,6
6,A,2006,2006,31ND,Compensation of employees,309.2,6,6
6,A,2006,2006,31ND,Nondurable goods,789.3,6,6
6,A,2006,2006,31ND,Gross operating surplus,442.5,6,6
6,A,2006,2006,31ND,Taxes on production and imports less subsidies,37.6,6,6
6,A,2006,2006,321,Wood products,31.7,6,6
6,A,2006,2006,321,Gross operating surplus,6.2,6,6
6,A,2006,2006,321,Taxes on production and imports less subsidies,0.7,6,6
6,A,2006,2006,321,Compensation of employees,24.8,6,6
6,A,2006,2006,322,Taxes on production and imports less subsidies,1.8,6,6
6,A,2006,2006,322,Gross operating surplus,25.1,6,6
6,A,2006,2006,322,Paper products,58.0,6,6
6,A,2006,2006,322,Compensation of employees,31.1,6,6
6,A,2006,2006,323,Taxes on production and imports less subsidies,0.8,6,6
6,A,2006,2006,323,Gross operating surplus,13.0,6,6
6,A,2006,2006,323,Printing and related support activities,46.8,6,6
6,A,2006,2006,323,Compensation of employees,33.0,6,6
6,A,2006,2006,324,Petroleum and coal products,140.0,6,6
6,A,2006,2006,324,Taxes on production and imports less subsidies,2.3,6,6
6,A,2006,2006,324,Compensation of employees,15.6,6,6
6,A,2006,2006,324,Gross operating surplus,122.1,6,6
6,A,2006,2006,325,Taxes on production and imports less subsidies,8.8,6,6
6,A,2006,2006,325,Gross operating surplus,163.3,6,6
6,A,2006,2006,325,Compensation of employees,81.6,6,6
6,A,2006,2006,325,Chemical products,253.8,6,6
6,A,2006,2006,326,Gross operating surplus,21.5,6,6
6,A,2006,2006,326,Plastics and rubber products,64.0,6,6
6,A,2006,2006,326,Compensation of employees,41.0,6,6
6,A,2006,2006,326,Taxes on production and imports less subsidies,1.5,6,6
6,A,2006,2006,327,Gross operating surplus,20.0,6,6
6,A,2006,2006,327,Compensation of employees,29.3,6,6
6,A,2006,2006,327,Taxes on production and imports less subsidies,1.2,6,6
6,A,2006,2006,327,Nonmetallic mineral products,50.5,6,6
6,A,2006,2006,331,Taxes on production and imports less subsidies,2.0,6,6
6,A,2006,2006,331,Primary metals,62.7,6,6
6,A,2006,2006,331,Gross operating surplus,28.6,6,6
6,A,2006,2006,331,Compensation of employees,32.0,6,6
6,A,2006,2006,332,Compensation of employees,85.4,6,6
6,A,2006,2006,332,Fabricated metal products,126.8,6,6
6,A,2006,2006,332,Gross operating surplus,38.9,6,6
6,A,2006,2006,332,Taxes on production and imports less subsidies,2.5,6,6
6,A,2006,2006,333,Gross operating surplus,39.7,6,6
6,A,2006,2006,333,Compensation of employees,79.3,6,6
6,A,2006,2006,333,Taxes on production and imports less subsidies,2.9,6,6
6,A,2006,2006,333,Machinery,121.9,6,6
6,A,2006,2006,334,Computer and electronic products,224.0,6,6
6,A,2006,2006,334,Compensation of employees,129.6,6,6
6,A,2006,2006,334,Gross operating surplus,88.1,6,6
6,A,2006,2006,334,Taxes on production and imports less subsidies,6.3,6,6
6,A,2006,2006,335,Compensation of employees,30.3,6,6
6,A,2006,2006,335,Taxes on production and imports less subsidies,1.1,6,6
6,A,2006,2006,335,"Electrical equipment, appliances, and components",51.4,6,6
6,A,2006,2006,335,Gross operating surplus,20.0,6,6
6,A,2006,2006,3361MV,"Motor vehicles, bodies and trailers, and parts",134.0,6,6
6,A,2006,2006,3361MV,Compensation of employees,75.4,6,6
6,A,2006,2006,3361MV,Gross operating surplus,55.7,6,6
6,A,2006,2006,3361MV,Taxes on production and imports less subsidies,2.9,6,6
6,A,2006,2006,3364OT,Compensation of employees,61.8,6,6
6,A,2006,2006,3364OT,Gross operating surplus,32.4,6,6
6,A,2006,2006,3364OT,Other transportation equipment,96.3,6,6
6,A,2006,2006,3364OT,Taxes on production and imports less subsidies,2.0,6,6
6,A,2006,2006,337,Gross operating surplus,10.1,6,6
6,A,2006,2006,337,Compensation of employees,24.0,6,6
6,A,2006,2006,337,Taxes on production and imports less subsidies,0.4,6,6
6,A,2006,2006,337,Furniture and related products,34.5,6,6
6,A,2006,2006,339,Taxes on production and imports less subsidies,1.5,6,6
6,A,2006,2006,339,Miscellaneous manufacturing,70.4,6,6
6,A,2006,2006,339,Compensation of employees,43.0,6,6
6,A,2006,2006,339,Gross operating surplus,26.0,6,6
6,A,2006,2006,33DG,Durable goods,1004.2,6,6
6,A,2006,2006,33DG,Gross operating surplus,365.8,6,6
6,A,2006,2006,33DG,Taxes on production and imports less subsidies,23.6,6,6
6,A,2006,2006,33DG,Compensation of employees,614.8,6,6
6,A,2006,2006,42,Gross operating surplus,233.5,6,6
6,A,2006,2006,42,Wholesale trade,809.5,6,6
6,A,2006,2006,42,Taxes on production and imports less subsidies,171.5,6,6
6,A,2006,2006,42,Compensation of employees,404.6,6,6
6,A,2006,2006,441,Motor vehicle and parts dealers,160.5,6,6
6,A,2006,2006,441,Gross operating surplus,30.3,6,6
6,A,2006,2006,441,Compensation of employees,94.8,6,6
6,A,2006,2006,441,Taxes on production and imports less subsidies,35.4,6,6
6,A,2006,2006,445,Food and beverage stores,125.9,6,6
6,A,2006,2006,445,Taxes on production and imports less subsidies,18.0,6,6
6,A,2006,2006,445,Gross operating surplus,32.8,6,6
6,A,2006,2006,445,Compensation of employees,75.0,6,6
6,A,2006,2006,44RT,Taxes on production and imports less subsidies,178.9,6,6
6,A,2006,2006,44RT,Compensation of employees,492.2,6,6
6,A,2006,2006,44RT,Gross operating surplus,198.7,6,6
6,A,2006,2006,44RT,Retail trade,869.8,6,6
6,A,2006,2006,452,Gross operating surplus,13.0,6,6
6,A,2006,2006,452,Taxes on production and imports less subsidies,35.9,6,6
6,A,2006,2006,452,General merchandise stores,123.9,6,6
6,A,2006,2006,452,Compensation of employees,75.0,6,6
6,A,2006,2006,481,Gross operating surplus,16.1,6,6
6,A,2006,2006,481,Air transportation,68.0,6,6
6,A,2006,2006,481,Taxes on production and imports less subsidies,15.0,6,6
6,A,2006,2006,481,Compensation of employees,36.9,6,6
6,A,2006,2006,482,Taxes on production and imports less subsidies,-0.5,6,6
6,A,2006,2006,482,Rail transportation,32.1,6,6
6,A,2006,2006,482,Gross operating surplus,13.9,6,6
6,A,2006,2006,482,Compensation of employees,18.7,6,6
6,A,2006,2006,483,Water transportation,12.7,6,6
6,A,2006,2006,483,Taxes on production and imports less subsidies,0.0,6,6
6,A,2006,2006,483,Gross operating surplus,7.6,6,6
6,A,2006,2006,483,Compensation of employees,5.1,6,6
6,A,2006,2006,484,Gross operating surplus,48.0,6,6
6,A,2006,2006,484,Compensation of employees,74.0,6,6
6,A,2006,2006,484,Taxes on production and imports less subsidies,3.5,6,6
6,A,2006,2006,484,Truck transportation,125.5,6,6
6,A,2006,2006,485,Compensation of employees,13.6,6,6
6,A,2006,2006,485,Taxes on production and imports less subsidies,1.0,6,6
6,A,2006,2006,485,Gross operating surplus,11.3,6,6
6,A,2006,2006,485,Transit and ground passenger transportation,25.9,6,6
6,A,2006,2006,486,Gross operating surplus,4.9,6,6
6,A,2006,2006,486,Compensation of employees,4.2,6,6
6,A,2006,2006,486,Taxes on production and imports less subsidies,1.6,6,6
6,A,2006,2006,486,Pipeline transportation,10.7,6,6
6,A,2006,2006,487OS,Gross operating surplus,32.6,6,6
6,A,2006,2006,487OS,Other transportation and support activities,94.6,6,6
6,A,2006,2006,487OS,Compensation of employees,60.0,6,6
6,A,2006,2006,487OS,Taxes on production and imports less subsidies,2.1,6,6
6,A,2006,2006,48TW,Gross operating surplus,146.1,6,6
6,A,2006,2006,48TW,Transportation and warehousing,410.3,6,6
6,A,2006,2006,48TW,Compensation of employees,241.0,6,6
6,A,2006,2006,48TW,Taxes on production and imports less subsidies,23.1,6,6
6,A,2006,2006,493,Taxes on production and imports less subsidies,0.5,6,6
6,A,2006,2006,493,Warehousing and storage,40.8,6,6
6,A,2006,2006,493,Compensation of employees,28.6,6,6
6,A,2006,2006,493,Gross operating surplus,11.7,6,6
6,A,2006,2006,4A0,Taxes on production and imports less subsidies,89.6,6,6
6,A,2006,2006,4A0,Other retail,459.6,6,6
6,A,2006,2006,4A0,Gross operating surplus,122.7,6,6
6,A,2006,2006,4A0,Compensation of employees,247.3,6,6
6,A,2006,2006,51,Gross operating surplus,354.6,6,6
6,A,2006,2006,51,Information,651.9,6,6
6,A,2006,2006,51,Taxes on production and imports less subsidies,48.6,6,6
6,A,2006,2006,51,Compensation of employees,248.8,6,6
6,A,2006,2006,511,"Publishing industries, except internet (includes software)",157.3,6,6
6,A,2006,2006,511,Compensation of employees,73.9,6,6
6,A,2006,2006,511,Taxes on production and imports less subsidies,3.3,6,6
6,A,2006,2006,511,Gross operating surplus,80.0,6,6
6,A,2006,2006,512,Taxes on production and imports less subsidies,5.8,6,6
6,A,2006,2006,512,Gross operating surplus,36.7,6,6
6,A,2006,2006,512,Motion picture and sound recording industries,67.5,6,6
6,A,2006,2006,512,Compensation of employees,25.0,6,6
6,A,2006,2006,513,Compensation of employees,106.9,6,6
6,A,2006,2006,513,Broadcasting and telecommunications,340.3,6,6
6,A,2006,2006,513,Taxes on production and imports less subsidies,37.5,6,6
6,A,2006,2006,513,Gross operating surplus,195.9,6,6
6,A,2006,2006,514,Compensation of employees,43.0,6,6
6,A,2006,2006,514,"Data processing, internet publishing, and other information services",86.9,6,6
6,A,2006,2006,514,Gross operating surplus,42.0,6,6
6,A,2006,2006,514,Taxes on production and imports less subsidies,1.9,6,6
6,A,2006,2006,52,Finance and insurance,1048.3,6,6
6,A,2006,2006,52,Taxes on production and imports less subsidies,40.1,6,6
6,A,2006,2006,52,Gross operating surplus,429.0,6,6
6,A,2006,2006,52,Compensation of employees,579.2,6,6
6,A,2006,2006,521CI,Taxes on production and imports less subsidies,13.9,6,6
6,A,2006,2006,521CI,"Federal Reserve banks, credit intermediation, and related activities",429.5,6,6
6,A,2006,2006,521CI,Gross operating surplus,207.9,6,6
6,A,2006,2006,521CI,Compensation of employees,207.7,6,6
6,A,2006,2006,523,Taxes on production and imports less subsidies,4.5,6,6
6,A,2006,2006,523,Gross operating surplus,35.9,6,6
6,A,2006,2006,523,"Securities, commodity contracts, and investments",227.1,6,6
6,A,2006,2006,523,Compensation of employees,186.6,6,6
6,A,2006,2006,524,Compensation of employees,183.1,6,6
6,A,2006,2006,524,Gross operating surplus,168.6,6,6
6,A,2006,2006,524,Taxes on production and imports less subsidies,20.9,6,6
6,A,2006,2006,524,Insurance carriers and related activities,372.5,6,6
6,A,2006,2006,525,Gross operating surplus,16.6,6,6
6,A,2006,2006,525,Compensation of employees,1.8,6,6
6,A,2006,2006,525,"Funds, trusts, and other financial vehicles",19.2,6,6
6,A,2006,2006,525,Taxes on production and imports less subsidies,0.8,6,6
6,A,2006,2006,53,Taxes on production and imports less subsidies,197.0,6,6
6,A,2006,2006,53,Real estate and rental and leasing,1696.9,6,6
6,A,2006,2006,53,Gross operating surplus,1391.9,6,6
6,A,2006,2006,53,Compensation of employees,108.0,6,6
6,A,2006,2006,531,Real estate,1528.9,6,6
6,A,2006,2006,531,Gross operating surplus,1266.6,6,6
6,A,2006,2006,531,Compensation of employees,79.1,6,6
6,A,2006,2006,531,Taxes on production and imports less subsidies,183.2,6,6
6,A,2006,2006,532RL,Compensation of employees,29.0,6,6
6,A,2006,2006,532RL,Taxes on production and imports less subsidies,13.7,6,6
6,A,2006,2006,532RL,Rental and leasing services and lessors of intangible assets,168.0,6,6
6,A,2006,2006,532RL,Gross operating surplus,125.3,6,6
6,A,2006,2006,54,Gross operating surplus,272.8,6,6
6,A,2006,2006,54,Taxes on production and imports less subsidies,36.8,6,6
6,A,2006,2006,54,Compensation of employees,607.4,6,6
6,A,2006,2006,54,"Professional, scientific, and technical services",917.0,6,6
6,A,2006,2006,5411,Legal services,204.6,6,6
6,A,2006,2006,5411,Compensation of employees,104.0,6,6
6,A,2006,2006,5411,Taxes on production and imports less subsidies,24.3,6,6
6,A,2006,2006,5411,Gross operating surplus,76.3,6,6
6,A,2006,2006,5412OP,Compensation of employees,376.0,6,6
6,A,2006,2006,5412OP,"Miscellaneous professional, scientific, and technical services",563.5,6,6
6,A,2006,2006,5412OP,Gross operating surplus,178.2,6,6
6,A,2006,2006,5412OP,Taxes on production and imports less subsidies,9.3,6,6
6,A,2006,2006,5415,Gross operating surplus,18.3,6,6
6,A,2006,2006,5415,Taxes on production and imports less subsidies,3.2,6,6
6,A,2006,2006,5415,Computer systems design and related services,149.0,6,6
6,A,2006,2006,5415,Compensation of employees,127.4,6,6
6,A,2006,2006,55,Gross operating surplus,22.4,6,6
6,A,2006,2006,55,Compensation of employees,200.7,6,6
6,A,2006,2006,55,Taxes on production and imports less subsidies,7.3,6,6
6,A,2006,2006,55,Management of companies and enterprises,230.4,6,6
6,A,2006,2006,56,Taxes on production and imports less subsidies,8.7,6,6
6,A,2006,2006,56,Compensation of employees,292.4,6,6
6,A,2006,2006,56,Administrative and waste management services,399.1,6,6
6,A,2006,2006,56,Gross operating surplus,98.0,6,6
6,A,2006,2006,561,Gross operating surplus,88.7,6,6
6,A,2006,2006,561,Taxes on production and imports less subsidies,6.3,6,6
6,A,2006,2006,561,Administrative and support services,367.4,6,6
6,A,2006,2006,561,Compensation of employees,272.5,6,6
6,A,2006,2006,562,Compensation of employees,20.0,6,6
6,A,2006,2006,562,Taxes on production and imports less subsidies,2.4,6,6
6,A,2006,2006,562,Gross operating surplus,9.3,6,6
6,A,2006,2006,562,Waste management and remediation services,31.7,6,6
6,A,2006,2006,6,Gross operating surplus,162.0,6,6
6,A,2006,2006,6,Compensation of employees,846.3,6,6
6,A,2006,2006,6,Taxes on production and imports less subsidies,27.0,6,6
6,A,2006,2006,6,"Educational services, health care, and social assistance",1035.3,6,6
6,A,2006,2006,61,Educational services,142.9,6,6
6,A,2006,2006,61,Gross operating surplus,23.9,6,6
6,A,2006,2006,61,Taxes on production and imports less subsidies,5.9,6,6
6,A,2006,2006,61,Compensation of employees,113.1,6,6
6,A,2006,2006,62,Taxes on production and imports less subsidies,21.2,6,6
6,A,2006,2006,62,Compensation of employees,733.2,6,6
6,A,2006,2006,62,Health care and social assistance,892.4,6,6
6,A,2006,2006,62,Gross operating surplus,138.1,6,6
6,A,2006,2006,621,Gross operating surplus,88.9,6,6
6,A,2006,2006,621,Taxes on production and imports less subsidies,6.8,6,6
6,A,2006,2006,621,Ambulatory health care services,423.1,6,6
6,A,2006,2006,621,Compensation of employees,327.5,6,6
6,A,2006,2006,622,Compensation of employees,253.5,6,6
6,A,2006,2006,622,Taxes on production and imports less subsidies,9.4,6,6
6,A,2006,2006,622,Gross operating surplus,31.8,6,6
6,A,2006,2006,622,Hospitals,294.7,6,6
6,A,2006,2006,623,Gross operating surplus,3.9,6,6
6,A,2006,2006,623,Nursing and residential care facilities,97.7,6,6
6,A,2006,2006,623,Compensation of employees,90.1,6,6
6,A,2006,2006,623,Taxes on production and imports less subsidies,3.7,6,6
6,A,2006,2006,624,Gross operating surplus,13.5,6,6
6,A,2006,2006,624,Social assistance,76.9,6,6
6,A,2006,2006,624,Taxes on production and imports less subsidies,1.3,6,6
6,A,2006,2006,624,Compensation of employees,62.1,6,6
6,A,2006,2006,7,"Arts, entertainment, recreation, accommodation, and food services",511.4,6,6
6,A,2006,2006,7,Gross operating surplus,138.3,6,6
6,A,2006,2006,7,Compensation of employees,306.4,6,6
6,A,2006,2006,7,Taxes on production and imports less subsidies,66.8,6,6
6,A,2006,2006,71,Taxes on production and imports less subsidies,13.4,6,6
6,A,2006,2006,71,"Arts, entertainment, and recreation",130.4,6,6
6,A,2006,2006,71,Gross operating surplus,44.0,6,6
6,A,2006,2006,71,Compensation of employees,73.1,6,6
6,A,2006,2006,711AS,Gross operating surplus,30.8,6,6
6,A,2006,2006,711AS,"Performing arts, spectator sports, museums, and related activities",73.5,6,6
6,A,2006,2006,711AS,Compensation of employees,36.6,6,6
6,A,2006,2006,711AS,Taxes on production and imports less subsidies,6.1,6,6
6,A,2006,2006,713,Gross operating surplus,13.2,6,6
6,A,2006,2006,713,Taxes on production and imports less subsidies,7.3,6,6
6,A,2006,2006,713,Compensation of employees,36.5,6,6
6,A,2006,2006,713,"Amusements, gambling, and recreation industries",57.0,6,6
6,A,2006,2006,72,Taxes on production and imports less subsidies,53.4,6,6
6,A,2006,2006,72,Gross operating surplus,94.3,6,6
6,A,2006,2006,72,Compensation of employees,233.3,6,6
6,A,2006,2006,72,Accommodation and food services,381.0,6,6
6,A,2006,2006,721,Gross operating surplus,38.8,6,6
6,A,2006,2006,721,Taxes on production and imports less subsidies,17.9,6,6
6,A,2006,2006,721,Compensation of employees,59.3,6,6
6,A,2006,2006,721,Accommodation,115.9,6,6
6,A,2006,2006,722,Taxes on production and imports less subsidies,35.5,6,6
6,A,2006,2006,722,Gross operating surplus,55.6,6,6
6,A,2006,2006,722,Compensation of employees,174.0,6,6
6,A,2006,2006,722,Food services and drinking places,265.1,6,6
6,A,2006,2006,81,Compensation of employees,218.9,6,6
6,A,2006,2006,81,Gross operating surplus,89.5,6,6
6,A,2006,2006,81,"Other services, except government",325.0,6,6
6,A,2006,2006,81,Taxes on production and imports less subsidies,16.6,6,6
6,A,2006,2006,FIRE,"Finance, insurance, real estate, rental, and leasing",2745.2,6,6
6,A,2006,2006,FIRE,Gross operating surplus,1820.9,6,6
6,A,2006,2006,FIRE,Taxes on production and imports less subsidies,237.0,6,6
6,A,2006,2006,FIRE,Compensation of employees,687.2,6,6
6,A,2006,2006,G,Compensation of employees,1444.2,6,6
6,A,2006,2006,G,Taxes on production and imports less subsidies,-17.5,6,6
6,A,2006,2006,G,Government,1793.1,6,6
6,A,2006,2006,G,Gross operating surplus,366.4,6,6
6,A,2006,2006,GDP,Taxes on production and imports less subsidies,945.6,6,6
6,A,2006,2006,GDP,Gross domestic product,13815.6,6,6
6,A,2006,2006,GDP,Compensation of employees,7491.3,6,6
6,A,2006,2006,GDP,Gross operating surplus,5378.8,6,6
6,A,2006,2006,GF,Federal,576.6,6,6
6,A,2006,2006,GF,Compensation of employees,374.8,6,6
6,A,2006,2006,GF,Gross operating surplus,204.3,6,6
6,A,2006,2006,GF,Taxes on production and imports less subsidies,-2.4,6,6
